Initial Clause,Final Clause,Status
"2.3	A RECEPTORA irá: (a) notificar a COMPANHIA, imediatamente e por escrito, acerca de qualquer divulgação, posse e/ou uso não autorizado das INFORMAÇÕES CONFIDENCIAIS de que venha a tomar conhecimento; e (b) cooperar ativamente com a COMPANHIA, e seus REPRESENTANTES na proteção das INFORMAÇÕES CONFIDENCIAIS.","2.3	A RECEPTORA irá: (a) notificar a COMPANHIA, imediatamente e por escrito, acerca de qualquer divulgação, posse e/ou uso das INFORMAÇÕES CONFIDENCIAIS em violação aos termos deste ACORDO de que venha a tomar conhecimento; e (b) cooperar razoavelmente com a COMPANHIA e seus REPRESENTANTES na manutenção do sigilo das INFORMAÇÕES CONFIDENCIAIS nos termos deste ACORDO.",changed
"2.4	Sujeito ao disposto nas cláusulas acima, a RECEPTORA concorda que não poderá e que nenhum de seus REPRESENTANTES poderá, de forma alguma (direta ou indiretamente, no todo ou em parte, isolada ou juntamente com terceiros), reproduzir ou copiar em qualquer meio físico, qualquer INFORMAÇÃO CONFIDENCIAL sem autorização, prévia, específica e por escrito da COMPANHIA. Toda e qualquer cópia ou reprodução de INFORMAÇÕES CONFIDENCIAIS que venha a ser efetuada pela RECEPTORA ou seus REPRESENTANTES deverá conter todos os avisos de confidencialidade, direitos autorais, marcas, patentes e outros avisos de propriedade constantes dos originais.","2.4	Sujeito ao disposto nas cláusulas acima, a RECEPTORA concorda que não poderá e que nenhum de seus REPRESENTANTES poderá, de forma alguma (no todo ou em parte, isolada ou juntamente com terceiros), reproduzir ou copiar em qualquer meio físico qualquer INFORMAÇÃO CONFIDENCIAL sem autorização, prévia, específica e por escrito da COMPANHIA, a não ser que tal reprodução ou cópia seja realizada para fins da análise e avaliação nos termos da Cláusula 2.1 acima.",changed
"2.5	A RECEPTORA reconhece, ainda, que nem a COMPANHIA, nem seus REPRESENTANTES fazem qualquer declaração a respeito ou garantem, explícita ou implicitamente, a correção ou completude das INFORMAÇÕES CONFIDENCIAIS. A RECEPTORA concorda que nem a COMPANHIA, nem seus REPRESENTANTES poderão ser responsabilizados pela RECEPTORA, seus REPRESENTANTES ou terceiros por qualquer prejuízo relacionado ou resultante do uso das INFORMAÇÕES CONFIDENCIAIS, de quaisquer incorreções nelas contidas ou de qualquer omissão que as INFORMAÇÕES CONFIDENCIAIS possam apresentar.","2.5	A RECEPTORA reconhece, ainda, que nem a COMPANHIA, nem seus REPRESENTANTES fazem qualquer declaração a respeito ou garantem, explícita ou implicitamente, a correção ou completude das INFORMAÇÕES CONFIDENCIAIS divulgadas no âmbito deste ACORDO. A RECEPTORA concorda que nem a COMPANHIA, nem seus REPRESENTANTES poderão ser responsabilizados pela RECEPTORA ou seus REPRESENTANTES por qualquer prejuízo relacionado ou resultante do uso das INFORMAÇÕES CONFIDENCIAIS pela RECEPTORA, de quaisquer incorreções nelas contidas ou de qualquer omissão que as INFORMAÇÕES CONFIDENCIAIS possam apresentar.",changed
"2.6	A RECEPTORA reconhece que a COMPANHIA poderá suspender, a qualquer tempo, o fornecimento das INFORMAÇÕES CONFIDENCIAIS, bem como o acesso da RECEPTORA às mesmas, sendo certo que tal suspensão não afetará as obrigações da RECEPTORA aqui previstas.","2.6	A RECEPTORA reconhece que a COMPANHIA poderá suspender, a qualquer tempo, o fornecimento das INFORMAÇÕES CONFIDENCIAIS, bem como o acesso da RECEPTORA às mesmas, sendo certo que tal suspensão não afetará as obrigações da RECEPTORA aqui previstas.",equal
"2.7	As PARTES concordam que indenizações por perdas e danos podem não ser um remédio suficiente contra a violação de qualquer das disposições deste ACORDO pelas PARTES ou por qualquer de seus REPRESENTANTES e que, por tal razão, as PARTES poderão se socorrer de execução específica de obrigações ou medidas cautelares contra qualquer violação deste ACORDO. A utilização de tais recursos não deverá ser considerada como remédio exclusivo contra a violação deste ACORDO por qualquer das PARTES e deverá ser considerada como um direito adicional em relação a quaisquer outros recursos assegurados por este ACORDO ou pela lei.","2.7	As PARTES concordam que indenizações por danos podem não ser um remédio suficiente contra a violação de qualquer das disposições deste ACORDO pelas PARTES ou por qualquer de seus REPRESENTANTES e que, por tal razão, as PARTES poderão se socorrer de execução específica de obrigações ou medidas cautelares contra qualquer violação deste ACORDO por qualquer das PARTES. A utilização de tais recursos não deverá ser considerada como remédio exclusivo contra a violação deste ACORDO por qualquer das PARTES e deverá ser considerada como um direito adicional em relação a quaisquer outros recursos assegurados por este ACORDO ou pela lei.",equal
3.	Da divulgação de informação confidencial em virtude de imposição legal,3.	Da divulgação de informação confidencial em virtude de imposição legal,equal
"3.1	Se a RECEPTORA for legalmente obrigada a revelar, no todo ou em parte, as INFORMAÇÕES CONFIDENCIAIS por qualquer juízo ou autoridade governamental competente, aquela enviará prontamente à COMPANHIA aviso por escrito com prazo suficiente para permitir que este último adote as medidas legais cabíveis para resguardo de seus direitos. Na hipótese de ausência de medida legal, ou na hipótese de a COMPANHIA dispensar a observância das disposições deste ACORDO, a RECEPTORA, divulgará tão somente a parcela das INFORMAÇÕES CONFIDENCIAIS que for legalmente exigível e envidará seus melhores esforços para obter tratamento confidencial para quaisquer INFORMAÇÕES CONFIDENCIAIS que revelar, nos precisos termos deste ACORDO e da lei.","3.1	Se a RECEPTORA for legalmente obrigada a revelar, no todo ou em parte, as INFORMAÇÕES CONFIDENCIAIS por qualquer lei, ordem, juízo, autoridade governamental competente ou órgão regulador, e somente no limite permitido pela referida autoridade, lei, ordem ou órgão, aquela enviará prontamente à COMPANHIA aviso por escrito para permitir que esta última adote, às suas próprias expensas, as medidas legais cabíveis para resguardo de seus direitos. Na hipótese de ausência de medida legal, ou na hipótese de a COMPANHIA dispensar a observância das disposições deste ACORDO, a RECEPTORA divulgará tão somente a parcela das INFORMAÇÕES CONFIDENCIAIS que for legalmente exigível e envidará seus melhores esforços para obter tratamento confidencial para quaisquer INFORMAÇÕES CONFIDENCIAIS que revelar, nos precisos termos deste ACORDO e da lei.",changed
4.	Da devolução daS informaçÕES confidenciaIS,4.	Da devolução daS informaçÕES confidenciaIS,equal
"4.1	A RECEPTORA obriga-se a devolver imediatamente (ou destruir e confirmar a destruição por escrito à COMPANHIA) todo material tangível que contenha as INFORMAÇÕES CONFIDENCIAIS, inclusive aquele material que foi preparado com base nas INFORMAÇÕES CONFIDENCIAIS e detido por seus Representantes, tão logo ocorra o término do prazo de validade deste Acordo, sua rescisão ou a solicitação da COMPANHIA.","4.1	A RECEPTORA obriga-se a devolver imediatamente (ou destruir e confirmar a destruição por escrito à COMPANHIA) todo material tangível que contenha as INFORMAÇÕES CONFIDENCIAIS, inclusive aquele material que foi preparado contendo INFORMAÇÕES CONFIDENCIAIS e detido por seus REPRESENTANTES, tão logo ocorra a solicitação escrita da COMPANHIA à RECEPTORA assim exigindo.",changed
"4.2	Não obstante a devolução acima referida, a RECEPTORA e seus REPRESENTANTES continuarão sujeitos às obrigações de confidencialidade e às outras fixadas neste ACORDO.","2.3	A RECEPTORA irá: (a) notificar a COMPANHIA, imediatamente e por escrito, acerca de qualquer divulgação, posse e/ou uso das INFORMAÇÕES CONFIDENCIAIS em violação aos termos deste ACORDO de que venha a tomar conhecimento; e (b) cooperar razoavelmente com a COMPANHIA e seus REPRESENTANTES na manutenção do sigilo das INFORMAÇÕES CONFIDENCIAIS nos termos deste ACORDO.",changed
5.	VIGÊNCIA,5.	VIGÊNCIA,equal
"5.1	Este ACORDO deverá vigorar pelo prazo de 2 (dois) anos, a contar da data de sua assinatura, e possui a natureza irretratável e irrevogável por parte da RECEPTORA e de seus REPRESENTANTES.","5.1	Este ACORDO deverá vigorar pelo prazo de 1 (um) ano, a contar da data de sua assinatura.",changed
6.	DISPOSIÇÕES GERAIS,6.	DISPOSIÇÕES GERAIS,equal
"6.1	A RECEPTORA concorda que nem a RECEPTORA, nem quaisquer de seus REPRESENTANTES realizarão negociações visando a contratação de quaisquer conselheiros, diretores ou empregados da COMPANHIA pelo prazo de dois anos a contar da presente data. A RECEPTORA também concorda em não iniciar, nem manter contato (exceto os contatos efetuados no curso normal e regular dos negócios), no aludido período, com qualquer diretor, conselheiro, empregado ou agente da COMPANHIA ou de suas subsidiárias acerca de seus respectivos negócios, operações, perspectivas ou finanças, exceto com a permissão expressa da COMPANHIA.","2.5	A RECEPTORA reconhece, ainda, que nem a COMPANHIA, nem seus REPRESENTANTES fazem qualquer declaração a respeito ou garantem, explícita ou implicitamente, a correção ou completude das INFORMAÇÕES CONFIDENCIAIS divulgadas no âmbito deste ACORDO. A RECEPTORA concorda que nem a COMPANHIA, nem seus REPRESENTANTES poderão ser responsabilizados pela RECEPTORA ou seus REPRESENTANTES por qualquer prejuízo relacionado ou resultante do uso das INFORMAÇÕES CONFIDENCIAIS pela RECEPTORA, de quaisquer incorreções nelas contidas ou de qualquer omissão que as INFORMAÇÕES CONFIDENCIAIS possam apresentar.",changed
6.2	Nada neste ACORDO deve ser lido de forma a assegurar à RECEPTORA qualquer tipo de exclusividade com relação à TRANSAÇÃO. A RECEPTORA reconhece que as INFORMAÇÕES CONFIDENCIAIS podem ter sido ou poderão ser fornecidas para outros interessados e que a COMPANHIA pode estar em discussões e negociações com outros interessados a respeito da TRANSAÇÃO.,6.1	Nada neste ACORDO deve ser lido de forma a assegurar à RECEPTORA qualquer tipo de exclusividade com relação à TRANSAÇÃO. A RECEPTORA reconhece que as INFORMAÇÕES CONFIDENCIAIS podem ter sido ou poderão ser fornecidas para outros interessados e que a COMPANHIA pode estar em discussões e negociações com outros interessados a respeito da TRANSAÇÃO.,equal
6.3	O presente ACORDO somente poderá ser alterado mediante acordo escrito entre as PARTES.,6.4	O presente ACORDO somente poderá ser alterado mediante acordo escrito assinado pelas PARTES.,changed
"6.4	Se alguma disposição deste ACORDO for considerada inválida em virtude de qualquer lei aplicável ou de decisão judicial, tal invalidade não afetará qualquer outra disposição deste instrumento a qual se possa dar eficácia independentemente da disposição invalidada. Qualquer disposição do presente ACORDO que seja inválida, ilegal ou inexeqüível, na medida permitida por lei, será havida por substituída por disposição válida, legal ou exeqüível, capaz de produzir efeitos que sejam tão similares quanto possível aos efeitos da disposição substituída.","6.5	Se alguma disposição deste ACORDO for considerada inválida em virtude de qualquer lei aplicável ou de decisão judicial, tal invalidade não afetará qualquer outra disposição deste instrumento a qual se possa dar eficácia independentemente da disposição invalidada. Qualquer disposição do presente ACORDO que seja inválida, ilegal ou inexequível, na medida permitida por lei, será havida por substituída por disposição válida, legal ou exequível, capaz de produzir efeitos que sejam tão similares quanto possível aos efeitos da disposição substituída.",changed
